"","count_sim.x","count_pop.x","ecletic","media_pop","propNov","count_sim.y","count_pop.y"
"1",9.65850251197825e-18,-6.30258502822807e-18,-9.63972256252244e-18,7.64362977732302e-16,1.04403772402266e-16,-1.23862689261477e-16,-3.51488423237905e-17
