"user","ecletic","clusters_total","clusters","media_pop","mediana_pop","dp_pop","news","news_total","old","old_total","count_sim.x","tempo_sim.x","count_pop.x","tempo_pop.x","count_sim.y","tempo_sim.y","count_pop.y","tempo_pop.y"
"Chexxea",896.876186872,26,13,5.6093338384,5.66145307566,0.565914529573,33,33,88,92,0.166666666666667,0.216279925182992,-0.00757575757575757,0.0133978714715128,0.243621616634511,0.27972265367619,0.0855014085323437,0.0777999013592179
"chickensarecool",1573.64930392,67,35,5.86058467329,5.9074506949,0.428577607746,16,16,194,201,0.2,0.292889593064503,-0.25,-0.577410912041449,0.161386156166346,0.164986576364846,0.14801752162639,0.179697387274045
"ChievoVerona",1693.70964299,60,32,5.59429317374,5.65250805005,0.649587178684,50,50,109,111,-0.0914659120760047,-0.225411729144347,0.249897938350513,0.097541802793372,0.108429641266815,0.123999671236967,0.0314385259597968,0.00153283274194221
"chigaii",732.939763231,29,10,5.75818323579,5.99191154247,0.657628843087,12,12,73,74,0.0606060606060606,0,-0.0909090909090909,-0.215410109213832,0.396650200036126,0.376295280887613,0.149219652988638,0.182029017990349
"chiladia",1238.96768337,53,24,5.9207964501,5.99410941607,0.469290551621,11,11,74,77,0.0909090909090909,0.127272727272727,-0.0909090909090909,0.0909090909090909,0.163636769178888,0.187748005353694,0.145083847503277,0.146026226386206
"chilichow",3923.12718165,170,79,5.094145442,5.15336721628,0.71538696832,61,64,416,470,-0.00876232201533406,0.0532823085299643,0.172866624251658,0.0751721042898487,0.0813638162183665,0.029643857688997,0.0807718041439632,-0.0214650134280617
"Chillachin",255.915628622,11,5,5.53713056783,5.6463135007,0.754666724214,10,10,52,55,0.0222222222222222,-0.0222222222222222,-0.422222222222222,-0.466666666666667,0.101362037358101,0.120156295209144,0.302573245845077,0.317881844287482
"chilldude32",403.666695848,23,6,5.92776163525,6.01043989228,0.462414790985,17,17,57,59,0.161764705882353,0.140222356877182,-0.102941176470588,-0.095941612600177,0.293416985567558,0.281407923437437,0.18432605503603,0.154523100816093
"chillingeffects",1513.3198739,62,32,5.40933051369,5.42404653168,0.611296751799,25,25,91,91,0.448163041600736,0.490818714021221,-0.180603016764476,-0.237062099969433,0.336428088050804,0.328231789648882,0.107256304033626,0.0230252150947723
"chimpape",1615.08206655,50,24,5.45938879745,5.48236024928,0.681902359625,10,10,73,77,-0.288888888888889,-0.288888888888889,-0.244444444444444,-0.333333333333333,0.138523205292517,0.244109684346197,0.323047830017699,0.293806815235129
"Chinow",2071.5087015,80,31,5.61978548307,5.76055290298,0.683480282721,27,27,55,58,0.0912982384023281,-0.0714288629755459,-0.0627675389016006,-0.0485716268233712,0.265409243751008,0.290260359617507,-0.0943078531094951,-0.0615703793128045
"ChinyPuppy",588.410710373,27,10,6.11324822675,6.1885459148,0.343023960794,26,26,60,66,-0.154561166933797,-0.0623055982849033,-0.0153846153846154,0.14884168150705,0.232768361581921,0.279381177414583,0.0180790960451977,0.115507900234542
"chipcrotty",2146.20116858,89,47,5.6608272866,5.90088814485,0.767676154835,21,21,160,182,-0.0476190476190476,-0.033574010345689,0.485714285714286,0.436462134493957,0.210982227598874,0.165403841549785,0.251102214263077,0.308057998587932
"chipinazo",1529.2277275,60,24,5.4311965086,5.62443371138,0.827720989579,15,15,65,70,0.344501551057929,0.259615384615385,-0.142857142857143,-0.133972825411417,0.336320998834543,0.336730377029365,-0.0692974334438374,-0.059349001400354
"Chirsine",948.52274926,51,15,5.26511790273,5.37203673517,0.813751464169,26,26,40,48,0.0338461538461538,0.0186052101883813,-0.193846153846154,-0.0558156305651438,0.193713959029916,0.00128784308886646,0.168056481012709,0.256280774684426
"Chivano",2204.57493309,128,44,5.66117873563,5.84986303023,0.668509761255,21,21,65,68,-0.238095238095238,0.00479628719224129,-0.0476190476190476,0.206240349266375,0.303176166000497,0.347477697320679,0.114986799248145,0.0678314954784734
"ChizukoChan",4061.70697375,164,71,5.03662718122,4.98357216323,0.884665271275,25,26,162,182,-0.26,-0.214048019869008,0.246666666666667,0.294316027319887,0.137618708240339,0.13843457330114,0.132396569758005,0.16046700956387
"chkngrrl",3461.14169079,230,67,4.70193196404,4.87878533061,1.09165735621,31,33,73,97,0.112190447265639,0.00863003440504918,0.176915705303508,0.116505464468164,0.153142957154617,0.294445321457598,-0.118095315218734,-0.114188263444646
"Chlebo91",1979.29241574,107,40,5.62995729492,5.82560681262,0.706961214435,24,24,79,92,0.0217391304347826,-0.00362977004320314,0.108695652173913,0.0326679303888282,0.249187784275504,0.257088104485358,0.0500081241334377,0.0364763572270575
"chloe-rose",1826.03511529,89,40,5.72378472607,5.81913774611,0.509060126964,44,44,91,93,0.0349021730452126,0.022328930456201,0.172395582011201,0.135036865139882,0.00562347608476021,0.0154450808218218,-0.0300733721054568,0.0379998020219426
"chm1990",755.92316265,46,14,4.65518358763,4.71844956772,0.822719090148,47,52,122,191,0.15733458417547,0.045412496918655,-0.0481258728066144,0.00278035695420337,0.0115426437009727,0.0733022289106477,0.118229305464561,0.139710046598874
"chmury",929.801042662,46,16,5.55026560258,5.58654178322,0.770085222007,47,48,42,63,0.0925497553973355,0.213458202688349,-0.0499768679145611,-0.057540906811642,0.166279182179042,0.165014961052457,0.105814025023027,0.0942942634585471
"chna",4124.22914214,171,82,5.58679831879,5.62879944345,0.580524470384,93,94,127,144,-0.0319552762189168,-0.00238308724051305,0.0119818279358869,-0.0793475295780951,0.200238740963032,0.153642633421223,0.218533394392696,0.204221432512742
"Chnkymnky",673.368728959,33,14,5.66850329215,5.7836149061,0.629426113644,13,13,91,99,-0.102564102564103,0.0256410256410256,-0.153846153846154,-0.128205128205128,0.186827200614593,0.20405682650542,0.0244828817297202,0.0226976247703822
"chocobada",630.482165211,38,12,4.67993465995,4.62597059768,0.949294783822,10,12,53,66,0.486864495560148,0.669438681395203,0.155555555555556,-0.111111111111111,0.223674714029147,0.410482088793792,0.225127147237128,0.0131004921955465
"choeger",1979.02443981,116,37,4.76502997919,4.696740494,0.774119364418,15,15,50,53,0.447619047619048,0.428571428571429,-0.00952380952380952,0.123809523809524,0.152777828765731,0.361104850619182,-0.0710784550942169,-0.0476001848543467
"choggman",1206.34343473,45,21,5.73236548535,5.91200246171,0.638567352247,14,14,91,97,0.186813186813187,0.213537069570692,0.164835164835165,-0.056193965676498,0.224529691529074,0.0458786655418859,-0.0356575897151256,0.00343350801749737
"ChonyCholy",692.539195397,27,12,5.10743930288,4.99662986122,0.929751463017,25,25,48,69,0.213333333333333,0.280938026078073,-0.166666666666667,0.0668900062090651,0.469179647020385,0.29995790230197,-0.00975609852027266,-0.00445041398074139
"choosejoni",1583.69783617,71,21,5.18838489466,5.22937463093,0.724290034418,96,97,140,146,0.0829675233584756,0.0697430171228975,-0.103576937081717,-0.165493008522626,0.129808684088059,0.087915701546852,0.0869922994154552,-0.0334862743294011
"chouchter",1883.94937611,46,26,5.46966407107,5.5121719039,0.584344528363,12,12,117,120,0.424242424242424,0.184637236468999,0.212121212121212,0,0.0746766966169284,0.0297888107524045,0.0154833035636774,0.0424150139331711
"CHR1ST0PHER",1802.09978896,81,32,5.50413159616,5.76826238985,0.866771978801,11,11,52,53,-0.0909090909090909,0.0181818181818182,0.0909090909090909,0.0545454545454545,0.0377358598037352,0.18319586184879,-0.0664151132545739,-0.0136261384846208
"Chricky86",3647.05477316,128,61,5.68994552405,5.83553577256,0.633930772867,12,12,102,105,-0.0307692307692308,0.0307692307692308,-0.10687334289668,0.0152676204138115,0.292180737768882,0.389685043687344,0.094414786273721,0.189197733498551
"Chriissssss",1123.26829164,43,22,5.86988487564,5.97987374603,0.520603985834,75,75,120,125,-0.134271811775108,-0.145733120976729,0.23557012352783,0.280801248473761,0.0739910379286924,0.155467135215899,0.12204863795277,0.244629434176543
"chris-crossing",795.382445603,56,15,4.14672119703,4.10991586302,0.780135309554,10,10,73,97,-0.288888888888889,-0.244444444444444,0.0666666666666667,0.111111111111111,0.142693721858531,0.149675459555146,0.176694643782652,0.16996970968012
"chris_baker2007",1688.52507688,74,35,4.70782307894,4.76921336219,0.786663900544,23,23,66,108,0.0554456532608717,0.0360025922799696,0.102970498913047,0.12400892896434,0.094727028512133,0.0285851310957772,0.0335899312476917,0.216446750961382
"chris_sexxx",2418.2064437,87,40,5.41946461719,5.54369935801,0.721662116131,34,34,148,154,0.127013335298733,0.0144284034325077,0.0697678884035297,0.0216426051487616,0.222467591853073,0.230583660394819,0.0473759341398481,0.0633902106426046
"chris_smith_21",946.993311937,64,23,4.71146892433,4.72331294205,0.621703359674,10,11,64,76,-0.244444444444444,-0.333333333333333,0.111111111111111,0.377777777777778,0.308265163639158,0.343628225183638,0.0551005364958881,0.128487075503447
"chris885",1519.61219236,74,28,5.5953919989,5.68599993873,0.68774340529,26,26,132,136,0.277350098112615,0.246116667629286,0.0769230769230769,0.143087794999751,0.287499277394312,0.286414152010732,0.18173405328833,0.183678863228581
"chrisajb",598.713331226,25,10,5.74833370996,5.95627602695,0.611725437838,11,11,51,51,0.0909090909090909,0.2,0.127272727272727,0.236363636363636,0.336734797611094,0.377210245229118,-0.0870588235294118,-0.131919997280833
"ChrisBraune",1074.59700022,63,22,5.61880082042,5.80140210488,0.6920079032,45,45,76,82,-0.0182002022244692,-0.112633891461463,-0.102071766442003,-0.0872218130679158,0.190057992311661,0.169899056457309,-0.0993854641162377,-0.0584924185898717
"chriscaselas",924.790635012,57,19,5.6915669987,5.78183791865,0.4760642723,17,17,72,83,0.147058823529412,0.230497606051343,0.294117647058824,0.200755979464073,0.20665362035225,0.202705667399953,0.231265901511315,0.177969765605514
"ChrisChovanski",982.847891155,47,18,5.41982613116,5.67705451069,0.827265342218,25,26,78,89,-0.00333890281647089,0.187920521153609,0.0133333333333333,0.130654915983698,0.0909393737508328,0.155315636928204,0.177851792640906,0.252011207641754
"ChrisFountain",1074.91432349,49,19,5.75828407449,5.86489062618,0.553124433314,27,27,89,93,0.0912982384023281,0.034236839400873,0.0513552591013096,0.125535077803201,0.39263815226339,0.437968252090684,0.145942550408283,0.14297078946425
"ChrisH619",3011.13911429,103,51,5.85243013507,5.94269387768,0.488823837732,10,10,45,49,-0.155555555555556,-0.179786629990198,-0.333333333333333,-0.0898933149950989,0.353893001935902,0.352109200993548,0.131445972147621,0.208018404045179
"chrisherring",2506.78517518,111,49,5.8219890153,5.93230126507,0.534109132211,21,21,84,93,-0.0620526826936821,-0.125617057724697,0.109785515534976,0.183594161289942,0.138693503074165,-0.0349060213934447,0.110249825564646,0.0599951322492438
"chrisiwo",748.369692189,47,14,5.93408710492,6.06221758254,0.491683138697,29,29,61,66,0.0295566502463054,0.161903070956375,-0.221674876847291,-0.0772153107638097,0.286340262746365,0.278509818339318,0.0941435314071021,0.0257605993720863
"chrisjames03",3582.06187428,145,78,5.33582597802,5.44208020562,0.648971267696,28,32,122,129,0.0834582668628343,0.275715573422192,0.164224331568803,0.0791658577152828,0.0524065912674239,-0.0250353476022353,0.103584249529049,0.259365046218156
"chriskiley",3294.28509648,135,64,5.46690661112,5.53910747732,0.610698314637,65,65,140,152,0.0447869646554687,0.0521239406399346,-0.0447869646554687,-0.0376450682399527,0.122549834750661,0.112016006231475,0.00586450262472891,0.00989184116607879
"chrisknoy",4038.10795509,165,84,5.56686172397,5.64033432834,0.61617729421,60,61,178,187,-0.059920868816489,0.115778718892761,0.0881854295789838,0.17026282190112,0.177203186439658,0.206144631747963,0.093141493646537,0.16358752357956
"chrislewis122",2252.82361859,79,36,4.76691238176,4.59350296445,0.906509194019,13,13,112,125,0.0256410256410256,0.167745426580065,0.256410256410256,0.219359403989316,0.00644122592035953,0.0064641856448518,0.226229860874073,0.232207188852925
"ChrisOnLastFM1",1326.77528024,33,22,5.41313329562,5.43700655321,0.660509958159,13,14,98,104,-0.230769230769231,-0.230769230769231,0.0256410256410256,-0.128205128205128,0.197031918663852,0.238151978128904,-0.132196629188995,-0.195081939531123
"Christiaan86",1545.54804068,72,30,5.69185546521,5.82316372154,0.678744111142,17,17,91,93,-0.220588235294118,-0.184503101154187,-0.205882352941176,0.0369006202308373,0.21345707815767,0.121924751014007,-0.0307729883842865,-0.0925452929383425
"christian_bono",602.479662302,39,15,5.15578080186,4.99215571104,0.80241315249,39,40,56,81,-0.0013513525852385,0.051386177381715,-0.0554054559947784,0.0324544278200305,0.318388631215147,0.333989130954769,-0.0701754534106856,-0.0247882558130493
"christianbuch",2732.62068085,132,56,5.45993375093,5.82985271827,0.947491993825,19,19,86,89,0.0234605114359262,0.164223580051484,-0.0994152046783626,-0.0526315789473684,0.343553295399342,0.321086596469639,0.0829455366581679,0.074856226162435
"christiansuxx",321.830453136,17,8,5.65154490836,5.79068261449,0.6414143949,13,13,40,44,0.128205128205128,0.0387104830569382,-0.230769230769231,-0.0645174717615637,0.20654269803852,0.142399002995501,0.0269403519180678,-0.0397690909266715
"ChristinaEli",1766.79571695,64,34,5.77395498919,5.88416330436,0.52001752015,10,10,99,105,-0.2,-0.155555555555556,0.333333333333333,0.2,0.15074871608238,0.201702542792698,0.205636666477072,0.206635124408347
"christinaneedle",368.527756311,16,8,6.17388442693,6.25801891875,0.320541232191,13,13,56,59,0.116131449170815,0.143818499101335,0.167745426580065,0.248413771175033,0.258946491957998,0.12643991640782,0.253741537345777,0.109581260886778
"christinejamies",2205.69776619,85,40,5.64845240852,5.84446077539,0.733526265837,44,46,103,113,0.00529380698846984,-0.0362094719045449,-0.148148231095587,-0.0266105357687687,0.26402520393538,0.180134780207812,0.0247642687673877,0.222923953873295
"Christjan",1347.55150839,37,23,5.69156146146,5.68565063764,0.480819505382,10,10,97,99,0.111111111111111,-0.0227331446490158,0.111111111111111,0.113665723245079,0.136627282491944,0.193840836945205,0.0758242942832949,0.0359643814121233
"Christoph_Orr",1974.1062412,80,39,5.72190497305,5.8603475909,0.608869217989,29,30,238,246,-0.096177631684003,-0.0888891598515328,-0.180024797767493,-0.0691360132178588,0.0708341691820801,0.129568632374713,-0.109867140175135,-0.0959549203754455
"christophersche",1719.72392335,70,31,5.6934042916,5.82492401951,0.573530570913,16,16,137,148,0.4,0.426781978465419,-0.133333333333333,-0.158997207663587,0.255213938386682,0.261589094445303,0.0386764216766014,0.1715065867077
"christophersora",1360.61872979,43,25,5.47385657366,5.5375332638,0.634340888137,23,23,112,119,0.334745459539845,0.229885436069532,-0.0118577075098814,-0.114624505928854,0.0594155292971764,0.0603716140155501,-0.0845342896504542,-0.0816792424916266
"christophos",1521.87147824,76,29,5.84582254047,5.93828099775,0.568024906609,30,30,65,70,0.232183908045977,0.370530802970635,0.0666666666666667,0.0375221066299377,0.340149234595978,0.39343802134478,0.124609125545061,0.137582620961058
"christtianjr",883.47466637,33,17,6.15863753389,6.24926563724,0.408714449283,32,32,86,89,0.123108034422856,0.192505003062073,0.163471324397563,0.184399529248933,0.151676946397741,0.202553331844123,0.0763755931604913,0.183590298597575
"christy51030",1800.32455989,65,33,5.71014810517,5.80661318325,0.56215614277,26,26,68,75,0.04,-0.223963505217001,0.0646153846153846,0.0622120847825003,0.0250274429741492,0.06966558017847,0.00922063688521286,-0.0238097552508695
"chriswe",874.143842573,36,17,5.84684726416,5.92473918781,0.525303038247,24,24,77,80,0.3720584753663,0.474574254434274,0.548878344847314,0.647976385862182,0.150685249617348,0.229555318394614,0.395891246721942,0.553179177048794
"Chriztophe_",1286.33374548,40,23,5.40308141772,5.44046606714,0.62958269586,62,62,110,123,0.0683625665219349,0.017553439813886,-0.218278520965106,-0.0276526512185452,0.157481737531618,0.160691993034881,-0.0579492713928646,0.195880020706752
"Chrizzo",2825.84315968,130,50,5.1974511017,5.38151894205,0.860966613781,24,25,117,316,0.120659949980977,0.361372201680096,0.270080187644125,0.282623587989586,0.137512992162724,-0.0349098126014494,0.219402607074334,0.203581981870143
"ChrNate",1334.37379062,51,25,6.0284889389,6.11865948007,0.411841059209,11,11,68,73,0.163636363636364,0.146795168683515,-0.163636363636364,-0.146795168683515,-0.0171391006537265,-0.137096198866839,-0.057569799631748,-0.0789074585117818
"chromedeus",2746.06614394,143,49,5.52491527461,5.75237116626,0.796289066253,14,14,80,91,0.164835164835165,0.464095480892257,0.472527472527473,0.220997848043932,0.170361022131643,0.173982113216218,0.10069666363915,0.0225004190133907
"chromeystarsong",2156.5281327,83,36,5.60415008068,5.83463316068,0.753960542345,12,12,68,84,-0.151515151515152,-0.393939393939394,-0.0606060606060606,-0.121212121212121,0.149857264690275,0.076856593137426,-0.214897954350571,-0.111309548681789
"Chromianin",990.022091661,54,16,4.50772451231,4.44847855767,0.730402939978,18,19,93,135,0.322368421052632,0.125413224267587,-0.262296491788211,-0.151319064246487,0.370162538846494,0.37851986388105,0.224716487575161,0.2035658251851
"chrono357",2888.93162215,112,45,5.35709219185,5.48387909706,0.734696870518,36,39,51,61,0.129290734091722,-0.0323409582177974,0.255186334116984,0.216512380000313,0.390416459815443,0.331531591326754,0.119356188015992,0.145688605616516
"Chrystyanu",274.901198915,22,7,5.87456680331,6.00949338829,0.554667752219,10,12,56,60,0.288888888888889,0.155555555555556,0.111111111111111,0.155555555555556,0.326729474848239,0.300229228068232,0.409873357115783,0.41615287795141
"cht9989",2783.42811238,112,56,5.66187366797,5.67629822846,0.515422580363,32,32,108,119,0.092741935483871,0.11167794701667,-0.0846774193548387,-0.123860995782125,-0.00502208075624054,0.0529164517598656,-0.0514330339518427,-0.0657974301487803
"Chu-Chu-Lovely",1646.19142291,51,28,5.82476024612,5.87317416251,0.495011659202,30,30,55,57,-0.0484993626252346,-0.113165179458881,0.251734786959551,0.16397403554246,0.324124062807435,0.273095325894369,0.0181940742116439,0.0438301140324295
"Chubaka1993",170.352063523,11,3,5.80606312833,6.01576284174,0.613840995143,13,13,39,56,0.0769230769230769,-0.128205128205128,0,-0.256410256410256,0.0972694008223364,0.192450089729875,0.116137771241894,0.218158984069381
"ChudoYdo",1093.96551953,53,17,5.74843410715,6.09392572499,0.776390190823,15,15,64,71,0.257142857142857,0.210528725646512,0.0476190476190476,0.114833850352643,0.0848424734616101,0.109037354669662,0.0104192511268644,0.0731894572440195
"chukrz",1400.80418827,64,29,5.12215706429,5.10463731299,0.737614845141,52,53,108,121,0.0619336054043418,0.127177292523127,-0.169184483055763,-0.0696447078102839,0.215288873529081,0.206191340400229,-0.0273877955053098,-0.0195959810472884
"chupa48",1399.8805839,43,23,4.77387126223,4.8311351356,0.712095037645,46,46,123,127,0.264862283232152,0.352201628818275,-0.00773320534984385,-0.0367683019096002,0.0439179086082053,0.0632342117916037,0.0226833156765878,0.00321094045972882
"Chupakabra1",1176.29573198,61,18,5.75589815995,5.97884675109,0.656303686315,45,45,65,83,0.0776351356775855,0.110470620574928,0.126667852947639,0.100048863916916,0.17359942795632,0.0236659806391595,-0.0326923076923077,-0.00386290465593059
"churchofmoron",837.355471332,39,15,4.42440605109,4.38606174265,0.791892009442,12,12,73,79,0.0303030303030303,0.0152676204138115,0,0.0763381020690574,0.301621254364762,0.249718046816366,0.297045457838368,0.341638800245703
"Cianorange",1362.62365329,70,27,5.86323144418,6.01605978734,0.558265508966,42,42,160,172,0.0278907658937074,-0.0373618700191347,0.00232423049114228,-0.0116755843809796,0.267238387245314,0.239691675505518,0.185737365995345,0.236383410513328
"Cianuhh",1284.96631646,55,29,5.97910304024,6.06006316466,0.399468650694,37,37,68,71,0.0345604905957219,0.126698129632667,0.0465815308029296,0.0814487976210001,0.153643546971027,0.0830952841360232,-0.0421422300263389,-0.0145087004047025
"ciarraioch",1315.46083876,67,30,5.77289479633,5.92907288511,0.600034773206,16,16,110,122,0.0753144667880151,0.276153044889389,0.476991622990762,0.39330888211519,0.233144205243407,0.271389589600253,0.190571564352149,0.239727006860415
"CiccioIdoine",3797.3255526,155,76,5.31965547182,5.42382151618,0.751941184154,77,77,209,228,-0.107784508433108,-0.0599398764609772,-0.0181351712601737,0.0220468511120836,0.164579181973731,0.204775281470431,0.236323548374143,0.283105632436142
"CidaDuarteF",3299.67946195,126,61,5.32591594799,5.48058322299,0.794478863503,69,69,674,789,0.0861775057723159,0.0953607641228013,0.163822585230541,0.270687729550373,0.221622829366431,0.205060208117363,0.201296382990924,0.318502561655235
"cielasty",1775.78291663,52,29,5.24768647566,5.19366801563,0.684874337822,79,79,143,153,0.00746995817247464,-0.0721834086636998,0.197370559327664,0.101722542889864,-0.0429163453248749,-0.0452634591766969,0.10160639845945,0.155925330144094
"Cietrzew",824.511447179,45,12,5.68837615371,5.81267952783,0.657757449643,12,12,50,52,-0.181818181818182,0.167943824551926,-0.0303030303030303,0.167943824551926,0.236111189910674,0.256267696096762,0.185457578234336,0.21684189669726
"cincyroach",2248.07421952,98,42,5.7507463845,5.78272641238,0.512690836326,23,23,111,117,-0.162055335968379,0.0357145669147417,0.217391304347826,0.218255686701199,0.226870155052984,0.295045012832015,0.194326136560587,0.281736768364255
"cinderelladrunk",637.100131567,28,12,5.76991212507,5.90164167157,0.612652252307,14,14,40,41,-0.340659340659341,-0.384615384615385,0.120879120879121,0.164835164835165,0.452854487003711,0.449041603460483,0.044900586530113,0.0748402672434138
"cinematicflash-",1908.69602361,71,37,5.82549591279,5.91085429602,0.533777045814,23,23,77,85,-0.0197628458498024,0.138339920948617,-0.075098814229249,-0.075098814229249,0.176842890039913,0.219712731533524,0.0140242910863374,0.0342231669055333
"cinergyhead",1529.92317963,79,31,5.70891795777,5.84493297675,0.612746710062,34,34,102,106,0.130357350697472,0.127013335298733,0.0732144024465255,-0.0268338032321268,0.216410855712446,0.205843137238185,0.208029773018613,0.0899624387742767
"Cinghiamattanza",4371.49056257,213,91,4.82006610285,4.89823618728,0.865937886385,101,106,150,221,0.122967137020452,0.072452988549702,0.121542680497465,0.0316390189049664,0.243341261523395,0.155847161334339,0.050223818818614,0.0523364047916168
"cintakari",988.04485319,36,19,5.9190864157,5.9414204896,0.404940569184,37,37,60,63,0.024024024024024,0.159639278376944,-0.0990990990990991,-0.0753015464042187,0.216445332178585,0.178208420256505,0.0197795995463459,-0.0022701709586816
"cintiaalbuquerq",840.961239186,36,15,5.81188116688,6.07470565949,0.705833506762,10,10,72,73,-0.111111111111111,-0.111111111111111,0.111111111111111,0.0222222222222222,0.181177855160302,0.119859072176864,0.0575229907312407,0.047786950345024
"cintiamv",614.740822272,24,10,5.74834816871,5.85878795729,0.550926281823,13,13,71,73,-0.102564102564103,0.167745426580065,0.102564102564103,0.400008324921695,0.108673779620683,0.125454179476874,-0.0643992768122569,-0.0980236836427019
"Cipherix",1305.76270756,50,21,4.46552749901,4.48926924576,0.734263525296,42,43,91,100,-0.155723442906533,-0.156452830705126,0.0929692196456912,0.00700535062858775,0.143085037841009,0.172138359831365,-0.0364036202756498,-0.0958811666188078
"cippicla",952.796856924,44,19,5.89134922965,6.02287769326,0.566850926174,10,10,97,100,-0.0666666666666667,0.0222222222222222,0.111111111111111,0.288888888888889,0.16915641540975,0.212125243658332,0.0591080231736737,0.0854961641952871
"CircaLife",848.346525071,34,13,5.66552210491,5.85528044011,0.734326616968,46,46,78,84,0.0845487437608718,0.0391007589867005,-0.122824041965845,0.0359930523550744,0.223517667297844,0.183979129627908,0.0502998029239559,0.127112853197464
"circawolfe",3810.45810508,175,79,5.3162767299,5.40888922502,0.700905264315,20,21,74,81,0.168421052631579,0.237467845072989,0.315789473684211,0.184697212834547,0.300907958290909,0.178945235565415,0.0685439239689129,0.188211072808859
"circemarie",1783.64359329,76,34,5.42611800685,5.54157554696,0.733094320332,37,37,129,134,0.0300752219743784,-0.00603324426822223,0.18045133184627,0.268479369935889,0.129356906233829,0.0388965586598436,0.192641165890866,0.365870754894154
"citizendiego",1554.87251739,72,28,5.82361501946,6.01576284174,0.60353301173,21,21,39,44,-0.187558878274013,-0.00515203889779322,0.140918969725047,0.163683399780442,0.106901609356919,0.379665292434146,0.207037294070996,0.00271189494595819
"CitizenJu",2160.92390028,86,34,5.30301485286,5.45598430132,0.794640396469,15,15,111,126,0.0857142857142857,0.123809523809524,-0.123809523809524,-0.314285714285714,0.25370814630588,0.256384260709603,0.265508525203828,0.25177362532112
"cityisagrid",1826.02333465,74,34,5.32457129922,5.36648649883,0.741409774851,26,26,132,137,-0.0461538461538462,0.0494595734188149,0.0892307692307692,0.1669260602885,0.116408245847635,-0.00627842188233298,-0.00821521617844156,-0.101262763065655
"cityofsoapsuds",382.76167083,28,9,5.94507595797,6.14277259012,0.573568109917,17,17,43,46,0.420667070631545,0.450187566816215,-0.228783845431191,-0.110701860692512,0.373200442967885,0.34448931204719,-0.0675526024363234,0.0100336692829279
"civiyup",2092.6456921,95,37,5.46786285419,5.61161392423,0.70716321408,36,36,81,91,0.117647207502865,0.230036645040638,0.190779255410051,0.137382996343715,0.191696251704532,0.110217246487125,0.175644391658419,0.274304720189868
"CJ_BR",796.912613096,30,13,6.04614487436,6.19383753642,0.500494104936,16,16,70,75,0.316666666666667,0.359835785764961,-0.166666666666667,-0.0920510149631295,0.299398875381839,0.319181965620624,0.151326816884851,0.209812406369232
"CJ43",568.044366141,46,11,5.89203329905,6.2033786067,0.780913465242,67,67,130,134,0.0778456843794071,0.0564030040165396,-0.0162932827770852,0.0727780696987608,0.363799092630259,0.306010767540055,0.153433169733974,0.213633199858753
"cjaafari",540.314048674,26,11,5.93814011574,5.98642326346,0.384971025547,22,22,97,112,0.156182580033888,0.266385705489423,0.208243440045184,0.18778008747615,0.173567099397343,0.171999052313936,0.244678705138083,0.246034919689334
"cjacko",1402.29769269,70,26,5.87345923918,5.96515674079,0.583798186791,12,12,81,83,0.181818181818182,0.212121212121212,0.151515151515152,0.303030303030303,0.199783871978241,0.172917424206686,-0.00895476396811282,-0.0768521885363049
"cjardieu",1268.35893518,62,24,5.82825346765,5.92741236103,0.477209383487,56,56,87,93,0.0182054654867051,-0.0830352728486764,0.115047178502545,0.0640536557379603,0.0944355405370018,0.0169311532678358,0.0727564693906388,0.0892125642205909
"cjb110",2414.9409974,119,50,5.67260564169,5.80880049327,0.631001234817,22,22,206,221,0.242950680052714,0.126642384576939,-0.0867681000188266,-0.0742386392347571,0.138881654088682,0.145666704019354,0.169291620638796,0.186512274758397
"CJBroetto",765.756317803,18,12,5.17034883649,5.20103950975,0.644901120509,15,15,119,120,-0.447619047619048,-0.40191847623425,0.0666666666666667,-0.0574169251763215,-0.0152094082632841,-0.026232376585311,0.123423384608183,0.150180949522195
"CJC-S",3201.69439294,119,66,5.70048881327,5.77007326426,0.530905112236,11,11,84,92,0.127272727272727,0.163636363636364,-0.0909090909090909,0.163636363636364,0.154818403668521,0.16916052098597,0.25330286673497,0.221200308122327
"CJGAndrews",1061.0952813,50,17,5.42270018014,5.49904816294,0.713868775138,10,10,47,50,0.2,-0.111111111111111,0.288888888888889,0.244444444444444,0.195370454119726,0.235732102099307,-0.156481548560349,-0.235732102099307
"cjwilley13",2093.92280259,93,43,5.55661856614,5.69202335788,0.663653681965,29,29,44,57,-0.0517879555221554,-0.00741661465326064,0.0665845142427713,0.0865271709547075,0.0274841437632135,0.100582445531467,0.109936575052854,0.0730546183333814
"ckarkyl",1003.79616748,47,24,5.88013591739,6.00452024789,0.464057458756,10,10,70,73,0.511111111111111,0.449466574975495,-0.111111111111111,0.0898933149950989,0.235708388078346,0.30025043807313,0.0940348050857372,0.184801445287058
"ckeithdozier",1864.60462541,70,35,5.8408146928,5.97448161069,0.520257225005,44,44,160,165,0.0031762841930819,0.141264916636066,0.0634920990409657,0.0106158069595324,0.196618182720688,0.173749183252715,0.0430987056523747,0.0865592573554813
"ckieffer",3108.49690606,114,57,5.65094396606,5.7340775038,0.614672461755,13,13,127,134,-0.230769230769231,0.169967317119759,-0.230769230769231,-0.300711407211882,0.123044302391314,0.221735720134332,0.142687424864054,0.163908639636229
