"user","ecletic","clusters_total","clusters","media_pop","mediana_pop","dp_pop","news","news_total","old","old_total","count_sim.x","tempo_sim.x","count_pop.x","tempo_pop.x","count_sim.y","tempo_sim.y","count_pop.y","tempo_pop.y"
"itsjimnuts",1608.90693804,70,30,5.85420030048,5.91780159009,0.46072553168,13,13,65,73,0.153846153846154,0.25179370573822,-0.179487179487179,-0.0662615015100579,0.279528578925408,0.253862896079681,0.0428193520212759,0.0694985875199127
"itsmarrie",762.653157119,43,17,5.5078745715,5.60482542703,0.751847834224,25,25,58,66,0.18,0.104205360045186,-0.18,-0.151265845226883,0.300151299669794,0.18386981493838,-0.104084724885493,0.0109591280426849
"itsme211",1506.94173,64,30,5.7175471896,5.92747712681,0.718112177139,73,73,191,203,0.121096760178628,0.0585881883792523,0.0784463289207463,-0.00650979870880581,0.229382583070731,0.228152372885653,0.124745055675615,0.117442785368784
"itsMEona",1207.00285239,52,21,5.81877707681,5.82352079875,0.453039530317,25,25,68,69,0.196995266171782,0.0167504422593902,0.233333333333333,0.274249025457167,0.165057067603161,0.177171953460983,0.216856892010536,0.296168041606419
"itsnotoveryet27",3717.25317322,152,70,5.45200033426,5.56658140908,0.758669371923,10,11,39,43,-0.250064591139174,-0.6,0.0227331446490158,-0.0666666666666667,0.319134623318905,0.295193567618136,0.282432690314846,0.326117567785033
"itsohsojan",565.556376362,25,12,5.88937787069,5.99102143783,0.540221426821,25,25,95,102,0.15025062674119,0.103505987310598,-0.0434057366141216,-0.0701169591458887,0.185994426946377,0.167190646224287,0.0618487492014459,0.138914107399776
"itspsy",420.593355543,23,8,6.06573258678,6.12553261169,0.355113934474,10,10,95,99,-0.0222222222222222,-0.250064591139174,0.466666666666667,0.113665723245079,0.322718390388784,0.299203208170129,0.126261607914444,0.115895069831331
"ItsSpelledJon",894.32080296,40,16,5.67629273893,5.81397107795,0.569816242463,31,31,144,152,0.191810344827586,0.190477975289703,0.0172228302148074,-0.0302707125045087,0.264807371901126,0.308551254385507,0.0983383655084107,0.216912121498965
"itsunoshiyuga",1509.63718395,66,24,5.60948013844,5.79339221532,0.715432429579,90,91,70,117,0.0904540002893819,0.0863482645813019,0.153326694330989,0.161787836305997,0.28482609095861,0.286143005757667,0.180348398205233,0.228496677590429
"iUntitled",3296.75383509,132,63,5.64997752261,5.82812539843,0.709755849003,156,160,209,232,0.0279940583763384,-0.0436980393297749,0.0610377744207904,-0.0104870957027394,0.106227727216948,0.123758741141922,0.0899233664387264,0.086571638462227
"ivan_valensi",788.321550797,51,16,5.78031161636,5.91780159009,0.586719201483,23,23,103,110,-0.142574536956527,-0.154763123297214,0.0237624228260879,0.099207130318727,0.150343056039664,0.197495797759149,0.0573552089580974,0.12745368343759
"IvanRudy",1562.41149051,69,26,5.46044091413,5.50761437999,0.686062727294,33,33,62,65,0.106060606060606,0.187677809428293,-0.132575757575758,-0.0928910369897612,0.178883358828464,0.0704824053062346,-0.0465731821801918,0.035506174101637
"ivanshello",4355.01634381,177,73,5.64831005182,5.80512076917,0.648993828122,68,68,216,233,0.00440142379863372,-0.0149846925812771,0.0334508208696163,0.0114588825621531,0.181089226920949,0.216704870747243,0.184616827212763,0.232673487049407
"ivavi",2129.12064158,88,40,5.04998403939,5.11293997608,0.731086131291,29,29,50,53,-0.231527093596059,-0.296297199505109,-0.103448275862069,-0.118518879802044,0.245714285714286,0.174162129854066,0.198367346938776,0.164350178876372
"Ivcha",2248.01087886,129,47,5.52118891062,5.72053202528,0.786414296606,38,38,62,71,0.190747379275187,0.191566627336941,0.183499288762447,0.17571589943914,0.00582318768731682,0.0727955567280208,0.0338714052219577,0.0116867061184314
"ivflimflamvi",2542.1411024,109,50,5.58653755848,5.6752163273,0.636696771733,20,20,91,98,-0.115789473684211,-0.0736842105263158,0.168421052631579,0.147368421052632,0.208893257286447,0.307600118051363,0.206450061294793,0.171814886656578
"ivncnt",2519.81553196,121,41,5.11352539976,5.20263974729,0.785609728297,86,87,78,86,0.0446943515904138,0.0809374122087,0.0356409252416558,0.0723932899196861,0.381,0.337511502792171,0.234549421260064,0.247496108183303
"ivra_z",2707.61471866,132,57,5.48513851291,5.52819784942,0.638211406951,33,33,230,241,0.143939393939394,-0.0532323239638882,0.0113636363636364,-0.12167388334603,0.201471237540308,0.230264580346272,0.0507859572365757,0.0847981483914888
"Ivrs1",678.631858373,35,13,5.52680702763,5.8442426415,0.84428604865,18,18,63,68,0.0196078431372549,0.0980392156862745,0.111111111111111,-0.150326797385621,0.407891379004246,0.330341384729028,0.0957991928989392,0.0897436959492099
"ivysauur",2462.56762562,105,48,5.76491152242,5.92257392142,0.609789822972,14,14,54,56,0.340659340659341,0.142857142857143,0.0989010989010989,0.296703296703297,0.144755280149469,0.182901909867292,0.0790209983424637,0.0918013417341581
"Iwa_Metal_Cat",891.774762021,32,14,5.24980215105,5.31460438856,0.848679515307,10,10,127,141,0.138013111868471,0.276026223736942,0.111111111111111,0.244444444444444,0.15651415468726,0.221010038696382,0.0794644596686812,0.123675923507359
"iwanandrey",1936.9831493,59,28,5.42782469713,5.44775347263,0.600862380634,37,38,61,97,-0.261654431177092,-0.182092262276906,0.117293365700076,0.0707300522893766,0.281489636954118,0.433829922175206,0.131874268401259,0.114678611653857
"iwantsomecouch",3133.81811856,159,70,5.5301499561,5.61186178591,0.650767547501,37,38,164,185,0.045045045045045,-0.0376223682390301,0.0810810810810811,0.0225734209434181,0.164926104887761,0.168406050473593,-0.0199887744008317,0.0144090738373128
"iwillfindyouu",274.831062277,26,6,4.53045894303,4.34272322167,0.856443247885,21,21,89,150,-0.0048426292076412,-0.077670818070455,0.182700753743383,0.255440227137296,0.182979810886788,0.198280372605174,-0.148422542510054,-0.176811734540729
"iwonka2404",2177.83596623,82,39,5.86976290666,5.98908478574,0.499840712256,14,14,80,82,-0.0549450549450549,-0.0220997848043932,0.340659340659341,0.220997848043932,0.0180522621904842,-0.102019054365781,-0.0984956761621156,-0.227238703649637
"Ixibutzi",2080.13631931,111,42,5.74802738161,5.93199303507,0.659768873477,15,15,22,34,0.172250775528964,0.00961582914438859,0,-0.471175628075041,-0.108225108225108,0.0742386392347571,-0.203463203463203,0.0480367665636664
"izakrzak",1147.15021354,55,17,4.91950034801,4.95743201966,0.733024526914,30,32,137,168,-0.00460299499245626,0.0483870967741936,0.0436781609195402,0.018411979969825,0.122312986488882,0.185363198273564,0.0502739426698979,0.0485496350810424
"izelana",3562.31642117,167,74,5.53118715232,5.63590732296,0.680812502364,28,29,156,171,0.297083273236974,0.289510929816553,0.238727630279711,0.278886675511358,0.233564067429778,0.179248690257855,0.0815837097636701,0.238752789304907
"izrael_",1046.11829941,37,15,5.54542152199,5.56776368745,0.674165101166,12,12,139,147,0.242424242424242,0.215410109213832,-0.0303030303030303,0,0.318343134170484,0.303870124582906,0.088684876150925,0.0910932445172676
"IzuKenji",2526.82100471,101,50,5.71957068516,5.94219711609,0.710733574364,18,18,156,165,0.0588235294117647,0.0980392156862745,-0.0065359477124183,0.241830065359477,0.172440977435939,0.170528180583192,0.333871561209382,0.361925485167545
"izzawilko",1837.32533893,67,33,5.50621316278,5.60979589504,0.680951723722,21,23,57,71,0.161904761904762,0.344501551057929,0.276190476190476,0.0574169251763215,0.155102048461171,0.364036916225639,-0.13174414385202,-0.207287086460612
"Izzie1992",1665.35044433,74,33,5.59772407243,5.78231994927,0.749847109426,31,32,123,145,-0.00216454779974035,-0.0928734366803962,-0.0108227389987017,-0.0367174051992264,0.273733355232003,0.286690045516199,0.126000010080001,0.0861139875524405
"izznowak",376.44822833,27,9,6.01299397762,6.13344162665,0.485105755714,44,44,59,62,0.0962453862761922,0.118770484384612,0.149127466647726,0.139979499453293,-0.00877193132449849,-0.0593077594955309,0.0766082002339535,0.0358195379131424
"izzybizzy3",545.3825183,21,10,5.44016352509,5.63101532138,0.69787678455,12,12,49,57,0.303030303030303,0.181818181818182,0.121212121212121,0.242424242424242,0.352740889572842,0.366052595825004,-0.292288690547993,-0.267919649153918
"izzzak",1194.69245057,53,24,5.73755330137,5.7673238907,0.538531892296,16,16,87,94,-0.266666666666667,-0.35,-0.383333333333333,-0.466666666666667,0.281321054855808,0.282843052996996,-0.012301110763657,0.0517428523492136
"j-a-y-5",1102.22699777,65,20,4.53866824173,4.40820670944,0.808129036929,18,18,97,119,0.0393444737682317,0.284793193779681,-0.0524592983576422,-0.351024169077282,0.244248639028691,0.36614380311872,0.0943782017488341,-0.029073002937944
"J-enss",1588.93436424,57,29,5.80774910642,5.93250643793,0.628509462423,12,12,71,79,-0.0303030303030303,-0.181818181818182,-0.0909090909090909,-0.121212121212121,0.165156176394996,0.19207666487532,0.219134048680189,0.302874572613926
"j-l-x",4229.9679262,159,68,5.34949466451,5.4892713491,0.843885730849,16,16,116,126,0.143471410336853,0.283333333333333,0.177229389239642,0.133333333333333,0.143983253009453,0.14683163650473,0.093065212702807,0.181223493345778
"J_breon",382.30173587,18,8,5.77701175146,5.84374514435,0.479147909271,11,11,60,69,-0.2,-0.309090909090909,-0.272727272727273,-0.309090909090909,0.203599775492332,0.194916342769279,0.125494649785477,0.0815867296378806
"j_d_h",1189.01287469,44,20,5.62462747261,5.783009785,0.600867264844,11,11,85,87,0.0366987921708787,0.0733975843417574,0.0733975843417574,0.110096376512636,0.27586216653152,0.170546065992109,0.14017386510748,0.0938708098766486
"J00stans",2348.57491592,125,49,5.45843402087,5.53485566829,0.6143197553,104,107,114,135,0.123453409134534,0.106967468620392,0.0851631949432555,0.167177853561101,0.149937894842984,0.105321955683697,0.091205745360447,0.0943996787979802
"J0aquim",1413.82041123,58,27,6.1508802106,6.23947641495,0.337780711184,43,43,101,103,-0.0265928018650569,0.0465890827947805,0.0465374032638495,0.0798669990767666,0.151530164160988,0.133575636416605,0.0104981682359901,-0.0219303283669052
"J0ERG",3482.45426427,146,78,5.32800029007,5.37441654292,0.665553141277,36,37,101,114,0.0365369455999256,-0.0350320247886,0.100079459686753,0.0191083771574182,0.0901794036203614,0.0755578426238844,0.0406302807520309,0.0521567260107128
"j0llem0narkia",1101.93810252,39,19,5.53694609588,5.82993070748,0.793135048797,11,11,41,48,-0.0545454545454545,0.236363636363636,0.127272727272727,-0.0181818181818182,0.0623091136417205,0.133661562109719,0.170940298362876,0.200982806901363
"J0NAHPARK",761.855337525,36,18,5.82812595869,5.91085429602,0.482492414474,19,19,67,69,0.136926595054076,0.255993199448925,-0.0526315789473684,0.157894736842105,0.0810321744524657,0.155072795568618,0.0765052373322162,0.172353634957496
"j3mdamas",3276.37053792,132,71,5.54184864855,5.65565832527,0.638548335757,32,32,276,286,0.0526320102954152,0.05107702633652,0.421056082363321,0.427003940173307,0.158030182982482,0.239265538333582,0.293559991055256,0.285059252385701
"j4ckdotcom",3462.37303305,143,55,5.1028872955,5.11293997608,0.707571049415,17,17,78,89,-0.180497051278856,-0.234003920389883,-0.0147058823529412,-0.00738012404616746,0.137977051725436,0.215882981847109,0.0226628973848542,0.072405884174378
"j4k0b",3541.80938999,154,72,5.6875108373,5.81739336451,0.612841025216,15,15,91,97,0.2,0.125005778877052,0.0857142857142857,0.336554020053601,-0.0200808204040668,0.0627681788191169,0.097042334335738,0.294910162291212
"J5er",1453.08641643,65,28,5.60696946475,5.78377641523,0.695680608856,28,28,107,118,0.116710875331565,0.053334091868034,-0.203973688850295,-0.183759066054458,0.148350688364353,0.146216921555078,0.164579301122404,0.268211692864636
"ja_nko",435.305936118,21,8,6.01948672848,6.29887128948,0.658989469271,38,38,41,48,-0.0614291355762846,-0.134574397630615,-0.0782361308677098,-0.0712760004360723,0.139024390243902,0.160908835645827,0.0585365853658537,0.131202589065059
"JaanPehechanHo",4928.27589353,190,97,5.32444333303,5.39291843971,0.665013146319,44,44,147,172,-0.0423280423280423,-0.0736816255086886,0.0349021730452126,0.0704408161550775,0.210752125255367,0.118680265244385,-0.0345953076311344,-0.084647145341757
"Jaaphoft",1356.65330058,44,26,5.84540146564,6.08788714003,0.664708223562,20,20,74,89,0.28421052631579,0.380957713395197,0.305263157894737,0.380957713395197,0.203741465052049,0.219865569719463,0.0496388296672266,0.101907131635676
"Jab76",1846.09774501,79,38,5.49669526878,5.65795358717,0.708302309623,20,20,178,190,0.0210526315789474,0.0474935690145978,0.0842105263157895,0.0052770632238442,0.138386762007586,0.137279173473481,0.158091997375333,0.167097337300994
"jabberjaw_04",1251.59535044,69,28,5.73093553595,5.83558467949,0.583928305265,11,11,84,86,-0.2,-0.0545454545454545,-0.381818181818182,-0.381818181818182,0.225922225624178,0.267798873221713,0.111940316951682,0.166235817173843
"jabdor",1312.60645277,57,24,5.4737463889,5.52417339125,0.591373318631,47,47,44,49,0.263889002010056,0.397964029428153,0.206481569993833,0.100892289150799,0.164108200603973,0.127389683514389,0.0984649203623836,0.0870496170681656
"Jack-Spicer",974.165013377,34,14,5.74245576954,6.0739367254,0.906120569384,52,55,81,118,0.287443350011613,0.231271476495625,-0.0838686800361538,-0.293321538446983,0.297268100469346,0.241017774436094,-0.0108041365694986,-0.0365553950944205
"Jack5603",1018.88607974,61,17,5.53733771388,5.64063533607,0.795670320068,21,21,70,79,-0.167064914944529,-0.114285714285714,0.100238948966717,0.171428571428571,0.308521673643876,0.362995300574202,0.136344845838622,0.159568832480122
"Jack6717",2756.07358063,73,40,5.28390843669,5.36735778495,0.737559347632,46,46,84,90,0.314617618586641,0.307469055721414,0.374274836541592,0.49709512361485,0.0471264445644155,0.0728162694959636,-0.0464982855030063,0.126204116834737
"jackbicheno",3548.90611192,150,72,5.52568058768,5.65362730813,0.701119141941,15,15,78,81,0.0765559002350953,0.104761904761905,0.172250775528964,0.333333333333333,0.17524571290963,0.17929932110996,0.248167901843358,0.282424520684893
"jackerbie",1026.51623912,68,21,5.70574644419,5.86108195188,0.624292865274,17,17,65,67,0.332105582077536,0.279411764705882,0.243544093523526,0.191176470588235,0.304693361407227,0.274666132942257,0.0543923378183517,0.108319038343425
"jackh131",957.184592103,31,15,5.66951171887,5.82019303242,0.734142123068,35,35,133,145,-0.0892257156664554,-0.0389844507738706,0.0286195691760329,0.120343304562818,0.309342051356424,0.32526987903884,0.214314382376518,0.27762280096891
"jackhoare",1875.329947,87,36,5.70268063368,5.79781504715,0.5997791446,51,51,179,190,0.112333210122472,-0.0165880968946069,0.139041805536206,0.0260670094058108,0.15695398728521,0.240568425915914,0.182086731446172,0.3034349587947
"JackiNicole",801.708846554,27,14,4.76483865126,4.69716829306,0.635281133915,11,11,71,77,-0.127272727272727,-0.166695251979743,0.236363636363636,0.166695251979743,0.102057314375756,0.0289813517740075,0.102698382086679,0.0419756394761374
"Jackobe602",1857.94346626,104,35,5.02948329952,5.24546426379,1.1126203611,13,13,90,104,0.0769230769230769,0.153846153846154,0.102564102564103,0.179487179487179,0.238690446703748,0.292630542411178,-0.00274931404580234,-0.071966551561275
"jackolop",969.881863018,41,15,5.89434509335,5.87973501541,0.475413356886,34,34,91,98,0.0695187165775401,-0.00356824406025459,0.0267379679144385,0.0178412203012729,0.326166664885856,0.322479132513429,0.0598583017955316,0.0844763103395087
"jackostrong16",1433.17271909,61,26,5.42611347525,5.56288065198,0.712539400731,16,16,113,122,-0.108787563138244,-0.39330888211519,-0.192470304013816,-0.24267994853916,0.138563747383558,0.0623366947462754,0.243655662261018,0.255273335131629
"jackschmaltz",3595.14556076,137,62,4.31830430382,4.18967225139,0.868380794243,24,28,256,294,0.116364405717622,0.0980037911664847,-0.0036429932929823,0.0218181818181818,0.249616738804512,0.303025714112455,0.175663505946778,0.122757872692082
"jacksondmartin",1638.14180696,71,37,5.55749492646,5.69423918454,0.646454715865,38,39,123,144,0.206552916121847,0.376873757674315,-0.00142247510668563,0.0313614401918718,0.287296667571509,0.239985455444694,0.104343252112304,0.204522468129202
"JacksterD",563.146305284,38,10,5.59728445377,5.85293357003,0.879134819003,12,12,33,37,0.333333333333333,0.454545454545455,0.0606060606060606,0.121212121212121,0.303030303030303,0.140954682272102,0.318181818181818,0.411435288794245
"jaclynbogart",736.766311325,30,13,5.9402609902,6.00694328992,0.459923187587,13,13,41,45,0.358974358974359,0.152162621730736,0.102564102564103,0.0414988968356551,0.260871961969479,0.0961455482870246,0.0110227589564569,-0.0657837961963853
"jacob905905",1640.97783584,60,31,5.78934136343,5.88071357875,0.548920261846,66,67,194,208,0.0438739801912449,0.0252395591799294,0.0872201587409157,0.148996056391842,0.150098980127305,0.174641472625138,0.106667428964485,0.144844688453702
"JacobAttack",3413.00563919,111,59,5.47791783525,5.60590273254,0.691927689426,11,11,107,112,-0.0545454545454545,0.127272727272727,-0.163636363636364,-0.0545454545454545,0.0785525595045675,0.146406703163407,0.12550757260168,0.207939955217593
"JacobRiri",246.988336969,11,5,6.09703199314,6.10902854531,0.347767339009,16,16,35,37,0.483333333333333,0.466666666666667,0.316666666666667,0.333333333333333,0.201850365754771,0.0776378219139336,0.114381873927704,0.0607600345413393
"JacqIndieQueen",552.822534885,27,11,5.51200418205,5.66304768061,0.798704765953,12,12,58,72,0.151515151515152,0.212121212121212,-0.0303030303030303,-0.0909090909090909,0.277676950998185,0.313333851240953,-0.0683605565638234,-0.0939395492115044
"jade-attack",391.421494509,16,6,5.95285438938,6.14611097377,0.708300322925,21,21,65,68,0.00952380952380952,0.0047732832841294,-0.0857142857142857,-0.0525061161254233,0.506371738609431,0.455752748715813,0.111538461538462,0.137898359115722
"jade_lien",1558.85420405,77,30,5.64387250627,5.69755530307,0.536909533056,26,26,168,180,0.138461538461538,-0.00309603458413788,-0.00307692307692308,-0.120745348781377,0.236385851084575,0.241361218461694,0.124826122307776,0.155170604069211
"jadeamberk",238.909685271,11,7,5.87637017613,6.03908366082,0.526619850539,30,30,49,52,0.144827586206897,0.268212573337128,-0.135632183908046,-0.194222897933782,0.343537414965986,0.374685930512862,-0.0816326530612245,-0.11805173153145
"JadedShock",2094.6642673,84,28,5.42987463888,5.46682826648,0.637455145594,16,16,58,63,-0.166666666666667,-0.3,0.266666666666667,0.133333333333333,0.084771423806385,0.0188221562995155,-0.0556732249387521,0.0418691247427242
"jadegola",3515.27002027,194,75,5.16941413031,5.21924486514,0.741320238645,29,29,110,120,0.110974190404619,0.106569579580973,-0.120838562885029,-0.0570023332642415,0.0796593730674248,0.039581300782715,0.172177806357474,0.181470201046176
"jadestone18",1068.62620909,54,19,5.75752195653,5.85293357003,0.490819524077,12,12,62,63,-0.242424242424242,-0.181818181818182,-0.0909090909090909,-0.0909090909090909,0.139153458631263,0.0689475221854207,0.150793671900798,0.184567213234818
"jadkik94",671.259227745,25,10,5.92280878343,6.08894047211,0.660431966313,17,17,58,64,-0.147058823529412,-0.25,-0.0294117647058824,-0.191176470588235,0.322639284292448,0.381040763904009,-0.0792978353514272,-0.0526840927584321
"jadorevictoria",241.261578279,20,6,5.61900374211,5.671221918,0.560921255828,20,20,45,54,0.320896912380419,0.385869565217391,0.28421052631579,0.192538147428251,0.38422649140546,0.434170490138641,-0.219302706117968,-0.186995346217859
"Jaegermeister85",3319.73397056,112,63,5.48439834497,5.56776368745,0.694740893901,36,36,107,125,0.092063492063492,0.0717137165600636,-0.146031746031746,-0.116335584641881,0.133415730766711,0.032424183916723,0.0515309436294704,-0.0455356025497148
"jaffadan",1090.58625553,50,20,5.69697857463,5.88293643851,0.708073697824,11,11,106,114,0.0909090909090909,-0.0366987921708787,0.0181818181818182,0.110096376512636,0.153749348033637,0.124122120239486,0.0780365163972505,0.122850043505878
"Jaga__090",1349.8863767,54,20,5.93349033067,6.05659343673,0.506672119926,36,37,52,58,0.00317965425683418,-0.0127593167058492,-0.117647207502865,-0.0414677792940099,0.21064566169699,0.161059165162568,0.0128350403184546,0.071833899955136
"Jagan90",3135.19463134,147,54,5.23185503447,5.24654016476,0.784970219792,24,24,96,108,0.177858732116954,0.0931462154187283,0.0399274704752345,0.122953004352721,0.236752641214977,0.205578982261151,0.0901810338640924,0.0549089162022304
"jager-pt",1817.36829446,80,28,5.26699503681,5.30239370849,0.630770125429,77,77,55,61,0.0117532250731575,0.0139102249053882,0.0646316906942361,0.0636284032214969,0.140209036957462,0.197098086310059,0.0606673717604403,0.0215997902805544
"JaggeJagge",2457.09338827,145,48,5.02162066938,5.20044828867,0.95975059673,13,16,72,86,0.322587358807818,0.322587358807818,0.179487179487179,0.0256410256410256,0.0212014281344196,0.218984276527775,-0.0235017788582085,0.0455799935313647
"Jaggelicious",2524.33003596,84,42,5.26929874815,5.42264728241,0.805817882548,16,17,109,122,0.1,-0.0333333333333333,-0.0333333333333333,-0.1,0.20023798539409,0.170864734117814,0.0368828111821491,-0.0457756064844889
"jagzfan128",1728.84808713,66,33,5.90174268097,5.97728807599,0.463351893017,13,13,166,172,0,0.0512820512820513,0.102564102564103,0.102564102564103,0.20201653142948,0.246185621291457,0.074006438666227,0.0890549813782881
"jahrmando",2361.46202399,95,38,5.22682379852,5.21527634162,0.844800532056,23,23,81,96,0.272727272727273,0.221782613043487,0.217391304347826,0.285149073913054,0.0662951771288604,0.117756720389446,0.162112106319284,0.0730880673319786
"JaimeArmao",2751.74534147,95,42,5.23789375772,5.16686507856,0.763975885874,78,78,264,288,0.0140023354731627,0.00501337906441619,0.282811474718136,0.249124396523247,0.0955293304316177,0.0464471211003959,0.077324191692007,0.125484344937417
"JaimieMurdock",1514.82631933,67,26,5.81744572361,5.95617315007,0.565782939862,15,15,119,124,0.133972825411417,0.352380952380952,0.210528725646512,0.219047619047619,0.0916084921677947,0.0323020474296321,0.0427380877341036,0.045305397284289
"jake_reed",1159.86873729,54,20,5.49517583384,5.51680519736,0.694132517474,27,27,135,146,0.0513552591013096,0.117478992287557,-0.105413105413105,-0.0114450267249912,0.245216243141841,0.232087049607338,0.125746523178635,0.135646198748006
"jakectaylor",2463.45026409,117,47,5.19755651329,5.30180143949,0.739690059786,44,44,121,134,0.253968253968254,0.306469406138777,-0.182971998085508,-0.111288149021828,0.241179749987505,0.268262197141398,0.0126791639993431,0.0725593268929593
"jakeemccoy",1620.8064798,60,30,5.15682073555,5.17461214189,0.823080166337,14,16,131,141,-0.230769230769231,-0.100006173411124,0.164835164835165,0.277794926142012,0.138635969088908,0.155470090325047,0.111019743737347,0.0454950196323047
"Jakelhadley",2720.63000535,117,45,5.18409730861,5.25080776635,0.797599559776,12,12,115,140,0.121212121212121,0.212121212121212,-0.303030303030303,-0.0303030303030303,0.214569374182886,0.254460412810307,0.0919154457994869,0.0812801179923575
"JakeMiller91",3343.08697944,144,60,5.36106217785,5.45828787288,0.749307750276,14,14,67,77,0.164835164835165,0.162069171992452,-0.0769230769230769,0.0694582165681937,0.0447963800904977,0.0826338502622576,0.176430676307104,0.231957952496781
"jakestyles",1710.26412812,51,30,5.25595380866,5.33084582344,0.76716392698,20,20,138,149,0.0474935690145978,0.118306930422539,-0.0158311896715326,-0.22585868535212,0.189225042523286,0.192819627513901,0.0460707789875551,-0.0671167363530528
"jaketso",1303.99318992,42,22,5.62094147816,5.80213658022,0.713830443214,13,13,104,111,0,0.0387104830569382,0.153846153846154,0.270973381398567,0.296130164353717,0.362819227836091,0.268957807334677,0.292830213074881
"jakewmiles",681.114334125,31,13,5.85038990413,5.90995284809,0.51541247477,27,27,74,80,0.179487179487179,0.00854700854700855,0.0256410256410256,-0.0199430199430199,0.180100058678007,0.228052173384149,-0.0196296309759692,0.0185909860891098
"jakkie_6",1324.18462638,50,23,5.55431540543,5.64556078916,0.788233390133,10,10,51,51,-0.511111111111111,-0.288888888888889,0.511111111111111,0.466666666666667,0.156924296108883,0.146631802879648,0.00941545776653297,0.0173435465771627
"jakko1993",2774.01463181,128,50,5.01912414824,5.04961769366,0.90100489423,17,17,45,73,0.132352941176471,0.0369006202308373,-0.191176470588235,-0.125462108784847,0.316963041062487,0.303644346827226,0.0881015481547487,-0.0141700695186039
"jakob83",2292.70978989,113,47,5.45481170186,5.55531304082,0.668416341802,17,17,67,78,0.154982604969517,0.184503101154187,0.52398880727789,0.52398880727789,0.252774949652498,0.28487186035512,0.239258254183627,0.336503933790745
"jakobalexander",1387.44817292,61,26,5.61784105991,5.69846158231,0.648825992681,27,27,47,52,0.439372772311204,0.476339372713892,-0.0912982384023281,-0.0401732001084005,0.359851988899167,0.28081605237454,0.10268270120259,0.0213160699822258
"JakobJan",1577.18437679,69,24,5.48425842013,5.50190901374,0.611745577989,39,39,81,85,-0.122973085256703,-0.0722103683193355,-0.0121621732671465,-0.170307472451263,0.173335411787732,0.176621048093807,-0.162779971312293,-0.115016927805546
"jakobwixl",1439.8066385,51,21,5.75942417146,5.94702766775,0.70097119401,13,13,49,54,0.0512820512820513,-0.0512820512820513,0.128205128205128,0.179487179487179,0.42930168895844,0.472365734034746,0.193273891126712,0.279357065171517
"JakubMapiKowi",870.81543696,55,15,4.84278118191,4.71703773611,0.976000747725,13,13,40,67,0.0387104830569382,-0.0129034943523127,-0.0512820512820513,-0.102564102564103,0.0782553079524827,0.098908340309904,0.0295060997197885,-0.0963392925096468
"jakushkov",1284.5639031,56,22,5.54090959381,5.66285789671,0.630282361539,99,99,155,165,0.0745406518872623,0.0376075937238787,0.145349611646445,0.063573135243383,0.131516113381477,0.101768260399669,0.125812608464423,0.148218503735617
"Jalkazar",2317.99726751,115,46,5.61943776668,5.77246180278,0.665655970428,33,33,165,179,0.0928910369897612,0.140684664887435,0.0681818181818182,0.0702756888167767,0.160272813691996,0.212691916608168,0.105239880236646,0.121738431247994
"jalojik",2059.71410305,114,41,4.75771036098,4.76235591087,0.778035426662,82,83,163,192,-0.0446523712754935,-0.0377484701534062,0.315583651041664,0.161735315210123,0.0639114731763407,0.109846106545097,0.269136482409275,0.102810612348041
"JAM_TURNOVER",4168.43149278,172,83,5.41763191558,5.52434418543,0.690163539504,125,126,193,228,0.0994505017516671,0.0437541919477685,-0.0523628821127656,-0.0657437632997048,0.212694637921658,0.185216687137681,0.0665550494052236,0.00709088469488821
"james-fm",3957.59109404,157,82,5.24487609378,5.31635897874,0.682142252943,50,50,92,96,0.0794435057459187,0.0362905883490622,0.148239943711457,0.153410214384672,0.183080211247909,0.220623885970153,-0.0136380114684647,-0.0149621584447963
"james_morley",3637.61969692,116,56,4.99153366259,5.05492315416,0.78291570909,41,42,146,190,-0.059939118196459,-0.18919432888846,-0.160245397627268,-0.285020027935862,0.0736010596348668,0.0127359619514136,0.0371525889629565,-0.0538520296143993
"james8000m",3002.19968601,131,56,5.25324321574,5.40517383774,0.81249063221,13,13,178,231,0.102564102564103,0.400008324921695,-0.256410256410256,-0.42581531362632,0.396581420502099,0.380866075735731,-0.139208391053504,-0.264435291625556
"Jamesbrown19",1036.67452549,36,19,5.97576100861,6.07270565956,0.442081273362,12,12,72,79,0,-0.121212121212121,-0.121212121212121,-0.181818181818182,0.225181162799479,0.147319823846373,0.165231060841834,0.15239709068519
"jamesc2011",716.654969342,26,12,5.74884792333,5.82176337619,0.495621857636,16,16,68,75,0.0666666666666667,0.0585779186129006,-0.0333333333333333,0.0753144667880151,0.210318336572236,0.23280649578628,0.0408342490630855,0.0158731701672463
"jamesemrick",1421.33329719,75,26,5.43273006288,5.5162219342,0.761338693217,38,38,85,95,0.0612535612535613,-0.076977924043716,0.119572984023252,0.135327772631555,0.328894031917249,0.368352217334323,0.137109276732766,0.161083691372502
"jamesgreig11",1829.3805928,87,35,5.5093174331,5.58382368547,0.64417521581,28,28,53,61,-0.0846560846560847,0.0665793717588616,0.0846560846560847,0.103863819943824,0.172050828030924,0.176128839517904,0.0878402961676871,0.0800585634172289
"jameskoenigseke",2758.73588236,123,53,5.49103690225,5.59516872411,0.613519157998,41,41,46,54,0.103848677747762,0.300586994966484,-0.0891876879480779,0.233789884973932,0.125908359398671,0.161561481617747,0.106537842568107,0.109005336995106
