"","user","fam_novid","fam_conhec","pop_novid","pop_conhec"
"267","ahgpeu86",0.166666666666667,0.604756899710714,-0.0666666666666667,0.194035609520167
"268","ahhhbee",0.285718285046397,0.443181818181818,-0.0529107935271106,-0.166666666666667
"269","ahill247",-0.0666666666666667,0.277763063029237,0.2,-0.0232989348975306
"270","ahmedchuk",-0.151926122784107,0.0966094760446927,0.0494595734188149,0.0658629637650211
"271","ahorticulture",-0.0176004761611184,0.196336534158183,0.142355399625979,0.0652219571200111
"272","ahorwich",0.0936209978663711,0.267316862638625,0.0812741099096173,0.0977256174462467
"273","ahottttertouch",-0.153846153846154,0.286893455697754,-0.230769230769231,0.2481260067472
"274","ahutch006",0.204611894482446,0.100804848505836,-0.000529100603160695,0.01197195580541
"275","aiaiae",0.0946656916317601,0.33792189699478,0.181818233134015,0.248739783340001
"276","AidenSparrow",0.0516608683231722,0.350533946558276,0.140222356877182,0.198134651381793
"277","aiemz",0.0909090909090909,0.182458896513558,-0.0303030303030303,0.0804598586076735
"278","Ailihponex",-0.150326797385621,0.105309580047309,-0.0718954248366013,0.0430373063832615
"279","aimeeADTR",0.00867681000188266,0.178789035990298,-0.0995670995670996,-0.0950114259415959
"280","AimieCANTfly",0.0715776729742802,0.312815497303978,0.100151860376022,0.0302724674810302
"281","Ainar_",0.153847931869694,0.0517110784393352,-0.205251181217564,0.204883354729167
"282","aint_easy",0.238095238095238,0.14818736556312,-0.0264550264550265,0.141130824345829
"283","Airinsil",0.102564102564103,0.485764172648737,0.153846153846154,-0.0267131242740999
"284","airportlove",-0.177489177489178,0.104460837284534,-0.307359307359307,0.0810670666084642
"285","AirRockStar",-0.0436511373402399,0.127510643643144,0.0198414260637454,0.228955575602331
"286","aiyan123",0.270707070707071,0.129694428534285,0.167507653395034,0.218750023794061
"287","AJ_dissonance",0.0385828685372396,0.0995095231437355,-0.0472257979991295,0.103546230214661
"288","ajaggedpulsee",-0.0369394425669094,0.337181018088592,0.0315789473684211,-0.0951382125727148
"289","ajajajajAGA",0.0129034943523127,0.164753582459431,-0.167745426580065,0.232275542483788
"290","ajamess",0.0425728874827743,0.175384615384615,0.0610828385622414,0.193846153846154
"291","Ajaxpeapod",-0.172250775528964,0.193912341839277,-0.0666666666666667,0.0154821162294026
"292","ajbmn",-0.25974025974026,0.0739398490087754,0.193552415284691,0.181646901879665
"293","ajcheng",-0.0523076923076923,0.127551020408163,0.0953846153846154,-0.0663265306122449
"294","ajgerman_2392",0.314330111194296,0.340264101422682,0.0892307692307692,-0.0996760584952544
"295","ajimmykid",0.110152215597679,0.0560494358237848,0.235423362747981,0.169956353788251
"296","ajiver5",-0.0989010989010989,0.126109024054818,0.494505494505495,0.0380107868801821
"297","ajkalltheway",-0.0441176470588235,0.211013442305925,-0.132352941176471,0.222119412953605
"298","aJns",0.205421036405238,0.155203998821465,0.00570613990014551,0.0159866779901938
"299","AJohnDoe",0.233201581027668,0.354343211042348,0.0513833992094862,0.0319849624126722
"300","AJRCxB",0.110498924021966,0.0438346111451437,0.176798278435146,0.0868903448588955
"301","AJReiman",0.238217414144425,0.0951245466836158,0.18145071119937,0.163714186609723
"302","ajsinfajer",-0.0505727976847266,0.362383736241877,0.0521994876421138,0.0466860484842334
"303","AK2k",0.259549547034795,0.254598634787247,0.0606060606060606,0.320924264521438
"304","akabagel",0.127466567660002,0.130084585660509,-0.0315631500872385,0.0644252181131327
"305","akadigital",0.0656217958889711,0.234508151397127,0.273424149537379,0.242361832143095
"306","Akaifury",-0.111111111111111,0.0899080240648897,-0.422222222222222,-0.0790555676364957
"307","akaRaff",0.195519140681188,0.178859721726396,0.0531437664298335,0.14383187528998
"308","AKarmaPoliceman",0.0112983465278056,0.168068440172912,-0.0393111993154793,0.0148222078513291
"309","akashrine",0.0978039618840414,0.129768330485877,0.208691801243501,-0.00168986373818298
"310","akaufman002",0.10583178032249,0.195026067595409,-0.0516684906444222,0.0293022182130564
"311","AKCJ",0.2,0.297297656970994,-0.0623655913978495,0.128524363150966
"312","Akhenaten23",-0.148760372564194,0.157719716941838,-0.027027027027027,0.0762538040749044
"313","akhilak",-0.107205665292332,0.267863820204333,0.00527240976847535,0.220364953106005
"314","akhilravidas",-0.0769230769230769,0.152380952380952,-0.282051282051282,0.295238095238095
"315","akhowden",0.168421052631579,0.262726785761062,0.252631578947368,0.0830652557263462
"316","Akira_Ogata",0.186147186147186,-0.0391892249719164,-0.0649350649350649,-0.0013513525852385
"317","AkiraxAsahina",0.212121212121212,-0.00848832247075799,-0.121212121212121,0.102275033754598
