"","user","fam_AT","pop_AT","ecletic","media_pop","propNov","fam_AT_norm","pop_AT_norm","ecletic_norm","media_norm","propNov_norm","cluster","nome"
"38","Rubvo",-0.0707070707070707,0.286868686868687,16.9410147006,5.88209027481,0.271084337349398,-0.737037614670123,1.37654542517327,-0.102434366445814,1.07467586084668,0.419548619735244,1,"Averso a artistas diferentes"
"39","RubyWillians",0.442760992000533,0.320620028690041,5.68887629006,6.01901639916,0.144578313253012,2.28293164474119,1.56777802393815,-1.1833312907121,1.43781298862049,-0.788160904282134,1,"Averso a artistas diferentes"
"40","ruchatus_",0.293256392949078,0.164223580051484,6.87982231214,5.93415165254,0.327586206896552,1.4036183513395,0.681647348925189,-1.06892726853729,1.21274607401137,0.958952545076339,1,"Averso a artistas diferentes"
"41","rudy_o",0.0623655913978495,0.174193548387097,9.40204512799,5.75178587996,0.292452830188679,0.0456310224126429,0.738136449847885,-0.826638844373151,0.729099997170142,0.62354627518472,1,"Averso a artistas diferentes"
"42","runlunarun",0.137408583724303,0.229014306207172,8.52831734463,5.81633361389,0.101694915254237,0.486997382698195,1.04874679653225,-0.910570417130485,0.900284851885911,-1.19755396327108,1,"Averso a artistas diferentes"
"43","rushtone",0.167064914944529,0.142857142857143,13.1886809097,5.8971264124,0.212121212121212,0.661421490323763,0.560586700947178,-0.462889055627834,1.11455269109485,-0.143352067505179,1,"Averso a artistas diferentes"
"44","Russian_Rocket",0.0526315789473684,-0.0409356725146199,25.9718354165,5.67744874183,0.271428571428571,-0.0116197016463524,-0.480769755453593,0.765079521072043,0.531952995780903,0.422834904154339,1,"Averso a artistas diferentes"
"45","rusty2084",0.103256585391094,0.287529876242893,17.4010828127,5.85827734092,0.302521008403361,0.286131948984765,1.38029167511422,-0.0582395486095819,1.01152238697359,0.719663711537882,1,"Averso a artistas diferentes"
"46","RuumRuum",0.256953867772449,0.129801438359278,16.7367881252,5.77620799823,0.139303482587065,1.19010456531294,0.486614047858362,-0.122052670909303,0.793869068264647,-0.838517899360802,1,"Averso a artistas diferentes"
"47","RV87",0.105442176870748,0.336734693877551,19.291841399,5.59323797261,0.295180722891566,0.298986534423597,1.65908252135176,0.123389495212645,0.308620472441477,0.649588529071888,1,"Averso a artistas diferentes"
"48","rymling",0.0256410256410256,0.435897435897436,20.1136587112,5.68625991837,0.122641509433962,-0.17036500091548,2.22093126080295,0.202334471950017,0.555320818073636,-0.997584029291437,1,"Averso a artistas diferentes"
"49","rzezucha",0.0292397660818713,0.0760233918128655,10.4898026496,5.87107781412,0.292307692307692,-0.14919896101293,0.181911625892352,-0.722147260946269,1.04547008756074,0.622160693727903,1,"Averso a artistas diferentes"
"50","saahxcrash",0.538461538461538,0.208791208791209,12.4879207312,5.82417607681,0.157894736842105,2.84579568519794,0.934164226914728,-0.530205106493279,0.921083581660527,-0.661033585964515,1,"Averso a artistas diferentes"
"51","saajidv",0.257142857142857,0.371428571428571,18.7367862587,5.95319574754,0.189873417721519,1.19121610881572,1.85565545763468,0.0700700840875145,1.26325227209578,-0.355744112680975,1,"Averso a artistas diferentes"
"52","Sabiie_",-0.036231884057971,0.0942028985507246,12.5307716193,5.74254819712,0.265957446808511,-0.534271344566121,0.284915362340689,-0.526088787313808,0.704601051992753,0.370603958174256,1,"Averso a artistas diferentes"
"53","SabinaYesterday",0.110615565867892,0.181980447072984,22.1628102022,5.6750769275,0.327272727272727,0.329413890812554,0.782256440096062,0.399178970583524,0.525662787484293,0.955959862870235,1,"Averso a artistas diferentes"
"54","sabrinamlehmann",0.036231884057971,0.144927536231884,9.62037464578,5.60724205238,0.2,-0.108074725876181,0.572317396207028,-0.805665790572578,0.345760217168306,-0.259069112807854,1,"Averso a artistas diferentes"
"55","saint_iris",-0.0648151235295586,0.342594224370524,4.26222866814,5.42464903809,0.226086956521739,-0.702384048759258,1.69228218640935,-1.32037715437662,-0.138488519700523,-0.010025906612966,1,"Averso a artistas diferentes"
"56","Sake0_0",0.203973688850295,0.251655849880233,18.7971350701,5.85665743084,0.135922330097087,0.878500936336842,1.17703210321918,0.0758672794512229,1.00722627842239,-0.870796599869083,1,"Averso a artistas diferentes"
"57","SalkaMargret",-0.138828960030123,0.194805194805195,12.0592949687,5.91020098767,0.239130434782609,-1.13769741532804,0.854920509285248,-0.571379526096362,1.14922732848015,0.114495696484478,1,"Averso a artistas diferentes"
"58","salmonsson_",0.116883116883117,0.16017316017316,20.7714017518,5.57454208558,0.174603174603175,0.366276575704701,0.658697970393199,0.26551823343629,0.2590377448978,-0.501523874394411,1,"Averso a artistas diferentes"
"59","SalsaShaker",0.027027027027027,0.198198198198198,12.1591142351,5.76601062479,0.245283018867925,-0.162213215277335,0.874145014784804,-0.561790740916364,0.766824960214285,0.173232301719121,1,"Averso a artistas diferentes"
"60","sambriggs1",0.102564179017726,0.148962260001935,24.0875248662,5.35746114041,0.315384615384615,0.282059551664539,0.595177841754029,0.584069885048198,-0.316675263103193,0.842468145361842,1,"Averso a artistas diferentes"
"61","samgans",0.0498576004432043,0.269231042393303,18.324087164,5.79894058025,0.277372262773723,-0.0279348932177002,1.27661184010363,0.0304256035600748,0.854157377605267,0.479577282208127,1,"Averso a artistas diferentes"
"62","Samoesp",0.25269675605816,0.0461538461538462,16.3322481524,5.74466990324,0.232142857142857,1.16506630598433,0.0126729961947722,-0.160913374216392,0.710227956793094,0.047787694825133,1,"Averso a artistas diferentes"
"63","samoopalacz",0.105820105820106,0.132275132275132,5.78110911656,6.05368303195,0.229508196721311,0.301209328580032,0.500629814063495,-1.17447127007932,1.52975118902388,0.0226354974781669,1,"Averso a artistas diferentes"
"64","samplonia",0.0966285059420747,0.15460560950732,11.6319869983,5.69691908387,0.211267605633803,0.247148811300557,0.627152641374307,-0.612427356656924,0.583589629175318,-0.15150115520255,1,"Averso a artistas diferentes"
"65","Sampnicity",0.16,0.266666666666667,20.052041838,5.41688769118,0.183823529411765,0.619869098846237,1.26208227748624,0.196415464709367,-0.159072124457707,-0.413500316649292,1,"Averso a artistas diferentes"
"66","samuel_cook",0.0769230769230769,0.230769230769231,7.74936198772,5.5645877421,0.183098591549296,0.131251067695862,1.05869006890391,-0.985398011557877,0.232638168357085,-0.420421049215809,1,"Averso a artistas diferentes"
"67","samueltdesign",0.204685728968519,0.0813810729633871,15.5071314658,5.84744031339,0.24031007751938,0.882688809789312,0.212267849807563,-0.240175293699297,0.982781874017924,0.125757340175461,1,"Averso a artistas diferentes"
"68","samuelys2",0.0222222222222222,0.2,17.9067323075,5.80988469133,0.196428571428571,-0.190472738822903,0.884353890119054,-0.00966611627656362,0.883181883209983,-0.293164313655964,1,"Averso a artistas diferentes"
"69","sanagi_4",-0.13015215002824,0.134199134199134,10.3939579768,5.94671270233,0.201834862385321,-1.08666464157136,0.511531066224165,-0.731354240833736,1.24605880789775,-0.241552312372128,1,"Averso a artistas diferentes"
"70","Sanderenanne",0.0065359477124183,0.189542483660131,9.90361527249,5.52442442037,0.276923076923077,-0.282731771574607,0.825102378375182,-0.778457280414961,0.126122385747137,0.475289059305277,1,"Averso a artistas diferentes"
"71","sandrusia0",-0.121212121212121,0.303030303030303,5.97267408541,6.01587741343,0.307692307692308,-1.03408374284796,1.46811594332289,-1.15606925811747,1.42948819108805,0.76903232815053,1,"Averso a artistas diferentes"
"72","sani84",0.0666666666666667,0.377777777777778,33.3720807293,5.79608562403,0.0735294117647059,0.0709278539735941,1.89162958976489,1.47595794307304,0.846585845097703,-1.46644034284091,1,"Averso a artistas diferentes"
"73","SaniP",0.113054304130497,0.357811045031574,16.7988476416,5.72329321971,0.304347826086957,0.343757362431764,1.77849956334666,-0.116091142713438,0.653535579825121,0.737103711971698,1,"Averso a artistas diferentes"
"74","sannastina",0.347126436781609,0.131034482758621,25.5849922188,5.48565339293,0.232558139534884,1.72045573265493,0.493600385946102,0.727918795944845,0.0232990595759178,0.0517522530632852,1,"Averso a artistas diferentes"
"75","Santamachia",0.497613351528119,0.0382779501175476,12.2656824308,5.73016915295,0.208333333333333,2.60554652891914,-0.0319512464381683,-0.551553643686131,0.671771009034784,-0.179513644162265,1,"Averso a artistas diferentes"
"76","SantoPayufo",0.193756839916583,0.445161290322581,7.46234521841,5.3512267965,0.35632183908046,0.818410403061689,2.27341957269517,-1.01296926351381,-0.333209155023223,1.23328174730251,1,"Averso a artistas diferentes"
"77","SantyGunner",-0.0265252922533013,0.0952394283487992,5.66028916064,5.90463992819,0.227272727272727,-0.4771818954012,0.29078826327696,-1.18607741230573,1.13447903134888,0.00129423912316517,1,"Averso a artistas diferentes"
"78","sara747",-0.0762251709072659,0.366606774363517,9.87049775571,5.60865323559,0.214285714285714,-0.769492394597556,1.82833551319076,-0.781638597665139,0.349502768270769,-0.122688309415415,1,"Averso a artistas diferentes"
"79","sarah-tai",-0.0857142857142857,0.504761904761905,28.3597550551,5.6642974182,0.104895104895105,-0.825302749900108,2.61111223236906,0.99446658498694,0.497074816674522,-1.167002852875,1,"Averso a artistas diferentes"
"80","sarahvfarias",-0.030050125348238,0.123539404209423,1,5.6716587296,0.333333333333333,-0.497913248263016,0.451133826942417,-1.63375162640967,0.516597500830917,1.01381838552157,1,"Averso a artistas diferentes"
"81","Barcardi",0.0855281667480142,0.230268141244653,25.5360432239,5.70257481685,0.209302325581395,0.181862018275241,1.05585093283323,0.723216683679343,0.598589006683171,-0.170263008273243,1,"Averso a artistas diferentes"
"82","sarahXshine",0.229014306207172,0.242424242424242,9.44403991049,5.98766491923,0.173913043478261,1.02577766131109,1.12472650026181,-0.82260476395365,1.35466679261674,-0.508112319002742,1,"Averso a artistas diferentes"
"83","Sarandanation",0.2637733225012,0.217028683070608,10.4990433346,5.91217515909,0.229357798165138,1.23021327925744,0.980837145047769,-0.721259587187719,1.15446296150923,0.0211996941637632,1,"Averso a artistas diferentes"
"84","Satellite3405",0.030050125348238,0.203673071804724,18.6008916603,5.74092863386,0.185185185185185,-0.144432822179286,0.905165242461288,0.0570158495877531,0.700305863231105,-0.400501057066679,1,"Averso a artistas diferentes"
"85","sattyg",-0.0220997848043932,0.287297202457111,12.6625858899,5.52802037748,0.179487179487179,-0.451153214313377,1.37897336270593,-0.513426515088959,0.13565910156906,-0.454897958704689,1,"Averso a artistas diferentes"
"86","satunge",0.234882922421914,0.0552061495457722,28.6765692423,5.28070526501,0.339622641509434,1.06029400585324,0.0639626756276333,1.0249002206226,-0.520236915525877,1.07386024865032,1,"Averso a artistas diferentes"
"87","SaureApfel",0.2,0.371428571428571,12.7279128238,5.64772841587,0.0847457627118644,0.855129632363083,1.85565545763468,-0.507151113974259,0.453132727867464,-1.35936169610956,1,"Averso a artistas diferentes"
"88","savaburry",0.582417582417582,0.230769230769231,15.3129632218,5.6682904278,0.104477611940299,3.10432374400766,1.05869006890391,-0.258827380091444,0.507664541931118,-1.1709885145961,1,"Averso a artistas diferentes"
"89","sawidlo",0.147368421052632,0.0631578947368421,16.8310815487,5.49929662119,0.24390243902439,0.545576298788288,0.109016673944298,-0.112994706305507,0.0594818022586431,0.160052380544518,1,"Averso a artistas diferentes"
"90","saxy169",-0.0717137165600636,0.126984126984127,7.94415740445,5.82995681038,0.301075268817204,-0.742958215681063,0.470651370621656,-0.966685678033131,0.936414468991199,0.705861732699938,1,"Averso a artistas diferentes"
"91","sayhej",0.485714285714286,0.276190476190476,31.071652277,5.79073182692,0.12396694214876,2.53556201462628,1.31604347568155,1.25497541087662,0.832387221464426,-0.984930578797362,1,"Averso a artistas diferentes"
"92","sbtravie",0.133111501338822,0.120842646325905,14.4745907018,5.66671176106,0.233695652173913,0.461724035333843,0.435854196845502,-0.33936267437902,0.50347781344233,0.0626116951938764,1,"Averso a artistas diferentes"
"93","ScaryTheReaper",0.0901127113779166,0.333333333333333,3.00894396539,5.46692781181,0.241935483870968,0.208826078664307,1.63981066485343,-1.44076952167664,-0.0263624186561737,0.141274535860272,1,"Averso a artistas diferentes"
"94","scbirney",0.246525259471139,0.256916996047431,2.77613749892,5.80095895325,0.310810810810811,1.12876856649283,1.20684136708076,-1.46313325240724,0.859510236144685,0.798803605398359,1,"Averso a artistas diferentes"
"95","schelwald",0.241329770728889,0.0573158205481112,21.1702699847,5.66494916237,0.234177215189873,1.09821123015827,0.0759159150114658,0.303834101087304,0.498803285270712,0.0672090117639296,1,"Averso a artistas diferentes"
"96","Schizotypy",-0.0990990990990991,0.165165165165165,6.90302211368,5.80550595714,0.316239316239316,-0.904025708348474,0.686982300323585,-1.06669866156382,0.871569190857887,0.850627680607544,1,"Averso a artistas diferentes"
"97","score8889",0.644444444444444,0.288888888888889,6.21702669159,5.40837322258,0.099009900990099,3.46913556032805,1.38799173994197,-1.13259638826644,-0.18165305769161,-1.22318687144351,1,"Averso a artistas diferentes"
"98","scottphilp",-0.0188605122614559,0.272370570561888,10.59863817,5.96825564509,0.515151515151515,-0.432101389646929,1.29440017378683,-0.711692361178854,1.30319211532757,2.7495740650617,1,"Averso a artistas diferentes"
"99","ScottyBeee",0.0237624228260879,0.110891306521743,15.5424712003,5.81198176347,0.27710843373494,-0.181414028428192,0.379470643799966,-0.236780506954614,0.888743457067925,0.477058597069405,1,"Averso a artistas diferentes"
"100","scrmaaa",0.285714285714286,0.0985221674876847,3.98487151172,5.84750304364,0.322222222222222,1.35925934704204,0.309388019693136,-1.34702048974626,0.982948238785185,0.907744427327454,1,"Averso a artistas diferentes"
"101","sdepino",0.0309980607459001,0.271331662414883,9.41275508269,5.76552387504,0.480769230769231,-0.138857527494449,1.28851379730197,-0.825610030411583,0.765534067720259,2.42133821540507,1,"Averso a artistas diferentes"
"102","sdhague-",0.0592885375494071,0.201581027667984,4.16409468442,5.776706863,0.375,0.0275332891615273,0.893311875590211,-1.32980404882982,0.79519209059209,1.41159572874952,1,"Averso a artistas diferentes"
"103","sdjakovi",0.0963425896268739,0.0214094643615275,27.6908903264,5.57452906852,0.267716535433071,0.245467190679174,-0.127526835267386,0.93021445782462,0.259003222794711,0.387397372564178,1,"Averso a artistas diferentes"
"104","Sdlynch",0.323248814256707,0.06,15.3899341357,5.90846303063,0.294117647058824,1.58001917729687,0.0911242766479573,-0.251433441174505,1.14461815159227,0.63943970954233,1,"Averso a artistas diferentes"
"105","seamstress",0.032967032967033,0.318681318681319,19.9741139713,5.55912201242,0.132075471698113,-0.127276991113859,1.55679343686064,0.188929599502469,0.218142692153363,-0.907521234598317,1,"Averso a artistas diferentes"
"106","sean091",0.154671616237581,0.0105820105820106,18.6901965947,5.58268718961,0.214285714285714,0.588530138678007,-0.188874385098832,0.0655946126097528,0.280639098890062,-0.122688309415415,1,"Averso a artistas diferentes"
"107","Seannydog",0.230769230769231,0.205128205128205,14.6100152553,5.9732912635,0.228070175438596,1.03609927352989,0.913409919916529,-0.326353593081978,1.31654690802803,0.00890720262992007,1,"Averso a artistas diferentes"
"108","bartequester",0.0918037721258739,0.372549019607843,7.81445453868,5.83909834217,0.36734693877551,0.218772075008652,1.86200383389295,-0.979145125612268,0.960658415231788,1.338534584075,1,"Averso a artistas diferentes"
"109","SeattleFan29",0.0962690737141256,0.181841583682237,17.3044370443,5.71362056459,0.24390243902439,0.245034805857795,0.781469650426293,-0.0675234829157097,0.627883059424813,0.160052380544518,1,"Averso a artistas diferentes"
"110","Seba0fm",0.125019934614591,0.169590643274854,2,5.3733397989,0.267605633802817,0.414133377720599,0.712056730969109,-1.5376901592619,-0.274564011767247,0.386338632823968,1,"Averso a artistas diferentes"
"111","sebnaranjo",0.0181818181818182,0.490909090909091,37.0835110244,5.61688209898,0.0617977528089888,-0.214236429077129,2.53262321681224,1.83248338243704,0.371326257619297,-1.57843845798639,1,"Averso a artistas diferentes"
"112","sebpascal",0.310606060606061,0.170454545454545,17.1055100118,5.52476197341,0.240875912408759,1.50566065307255,0.716951536626774,-0.0866327055130127,0.127017598709594,0.131159171351533,1,"Averso a artistas diferentes"
"113","Sebri",0.155555555555556,0.2,20.1659925405,5.91333271765,0.0900900900900901,0.59372903956659,0.884353890119054,0.207361736374036,1.15753288328423,-1.30834123980914,1,"Averso a artistas diferentes"
"114","sebym13",0.128205128205128,0.205128205128205,10.4837299878,5.75061085372,0.114035087719298,0.432867136307203,0.913409919916529,-0.72273060974827,0.725983749953783,-1.07974657883604,1,"Averso a artistas diferentes"
"115","bartgot",0.115080271169723,0.34524081350917,8.96559785922,5.78848327469,0.198275862068966,0.35567311459516,1.70727756411981,-0.868564609343836,0.826423912400302,-0.275528864941424,1,"Averso a artistas diferentes"
"116","seerosenteich",0.137254901960784,0.0980392156862745,16.788201921,5.60286884491,0.211111111111111,0.486093501356263,0.306651650616294,-0.11711378625312,0.334162182042769,-0.152995154613735,1,"Averso a artistas diferentes"
"117","sefirosu91",0.377777777777778,0.0666666666666667,2.98422016545,5.82367845797,0.158730158730159,1.90073200354907,0.128897115384676,-1.44314452617235,0.919763863621756,-0.65305810038601,1,"Averso a artistas diferentes"
"118","sege_",0.117825983287043,0.101133486813936,27.6125476023,5.57458764025,0.257731958762887,0.37182205703527,0.324183561263221,0.922688740807221,0.2591585588922,0.292078051417259,1,"Averso a artistas diferentes"
"119","sehgoes2",0.529285410114842,0.298701298701299,7.60294526674,6.09547651949,0.149659863945578,2.79182616393637,1.44358812596139,-0.999463016590182,1.64059027905853,-0.739649086666923,1,"Averso a artistas diferentes"
"120","selmak89",0.123015873015873,0.213861805434791,10.7442577019,5.89607308976,0.219047619047619,0.402346462697723,0.962893851312273,-0.697703935299168,1.11175920986602,-0.0772280416179358,1,"Averso a artistas diferentes"
"121","Semi-Hollow",0.0452961672473868,0.112659698025552,14.0825932612,5.6838031433,0.14527027027027,-0.0547630233989372,0.389490218864481,-0.377018523641228,0.548805288281631,-0.781555028507264,1,"Averso a artistas diferentes"
"122","semjen",0.0314286997092402,0.0828574810516333,12.9269734119,5.82023483475,0.267326732673267,-0.136324718687735,0.2206330685016,-0.488029061830074,0.910631147340022,0.383676059615916,1,"Averso a artistas diferentes"
"123","senoirjr",0.0826210826210826,0.0256410256410256,7.45684724303,5.85804595057,0.278350515463918,0.164763964208234,-0.103551122995132,-1.01349740709515,1.01090872447863,0.488916324354799,1,"Averso a artistas diferentes"
"124","sentenza338",0.144946482150985,-0.00929692196456912,6.56731812438,6.12425631721,0.368421052631579,0.53133163283462,-0.301506942099842,-1.09894687930334,1.71691620394367,1.34878877981879,1,"Averso a artistas diferentes"
"125","SepGrom",0.0421052631578947,0.294736842105263,5.97961284051,6.13703087552,0.176991150442478,-0.0735303683613122,1.42112580900927,-1.15540271112239,1.75079517653049,-0.478726689953198,1,"Averso a artistas diferentes"
"126","Barus281",0.236974789915966,0.0789915966386555,6.32141108387,6.09592360809,0.284552845528455,1.07259735242067,0.198729254225669,-1.1225690703967,1.64177598756255,0.54812783735227,1,"Averso a artistas diferentes"
"127","SergeiLouder",0.217638691322902,0.0867709815078236,3.37586471078,6.14948982438,0.293233082706767,0.958871830642206,0.242806671745763,-1.40552257654752,1.78383713200523,0.630995077753324,1,"Averso a artistas diferentes"
"128","sersk",0.273333333333333,0.113333333333333,18.4705696054,5.89381632595,0.242718446601942,1.2864406104773,0.393306986541706,0.0444969217923465,1.10577412314924,0.148749211899632,1,"Averso a artistas diferentes"
"129","bas116",-0.0938420457437049,0.351907671538893,26.6644309382,5.37958293827,0.197916666666667,-0.87310627892056,1.74505148710541,0.831611263026523,-0.258006793706228,-0.278957979969251,1,"Averso a artistas diferentes"
